episode,step,active_agent,valid_actions,discrete_action,reward,done,next_active_agent,raw_0,raw_1,raw_2,raw_3,padded_0,padded_1,padded_2,padded_3,dense_sparse_weight,top_k,rerank_threshold,source_diversity,rewrite_strength,query_expansion_weight,relevance_threshold,evidence_keep_ratio,strictness_score,temperature,citation_strictness,max_tokens,answer_detail_level,support_threshold
51,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.890759,-1.0,-1.0,-0.830676,-0.890759,-1.0,-1.0,-0.830676,0.054620593786239624,5,0.0,0.0846618115901947,,,,,,,,,,
51,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,keep_all,-0.07,0,generator,0.993247,0.780324,-1.0,,0.993247,0.780324,-1.0,0.0,,,,,,,0.9966234266757965,0.9670485973358154,0.0,,,,,
51,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,1.0,-0.817157,-1.0,-0.97682,1.0,-0.817157,-1.0,-0.97682,,,,,,,,,,1.0,0.09142163395881653,128,0.01158994436264038,
51,4,verifier,verify_answer,verify_answer,0.7308,1,,0.480957,,,,0.480957,0.0,0.0,0.0,,,,,,,,,,,,,,0.7404786944389343
52,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.8099,-0.944389,-0.867164,-1.0,-0.8099,-0.944389,-0.867164,-1.0,0.09504994750022888,5,0.06641820073127747,0.0,,,,,,,,,,
52,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,keep_all,-0.07,0,generator,1.0,0.879589,-0.694311,,1.0,0.879589,-0.694311,0.0,,,,,,,1.0,0.9819383978843688,0.1528443992137909,,,,,
52,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.937627,-0.862623,-1.0,-1.0,0.937627,-0.862623,-1.0,-1.0,,,,,,,,,,0.9688136577606201,0.06868869066238403,128,0.0,
52,4,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.613692,,,,0.613692,0.0,0.0,0.0,,,,,,,,,,,,,,0.8068460524082184
52,5,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.615188,,,,0.615188,0.0,0.0,0.0,,,,,,,,,,,,,,0.8075942397117615
52,6,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_short_answer,-0.07,0,verifier,1.0,-0.725682,-0.895948,-0.943881,1.0,-0.725682,-0.895948,-0.943881,,,,,,,,,,1.0,0.1371588110923767,128,0.028059661388397217,
52,7,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.775928,,,,0.775928,0.0,0.0,0.0,,,,,,,,,,,,,,0.8879640400409698
52,8,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.776363,,,,0.776363,0.0,0.0,0.0,,,,,,,,,,,,,,0.8881815373897552
52,9,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_short_answer,-0.07,0,verifier,1.0,-0.83757,-0.732839,-1.0,1.0,-0.83757,-0.732839,-1.0,,,,,,,,,,1.0,0.08121517300605774,128,0.0,
52,10,verifier,verify_answer,verify_answer,0.1853,1,,0.78111,,,,0.78111,0.0,0.0,0.0,,,,,,,,,,,,,,0.8905551135540009
53,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.827585,-1.0,-0.922974,-1.0,-0.827585,-1.0,-0.922974,-1.0,0.08620736002922058,5,0.03851291537284851,0.0,,,,,,,,,,
53,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,keep_all,-0.07,0,generator,0.932868,0.884579,-0.518162,,0.932868,0.884579,-0.518162,0.0,,,,,,,0.9664342105388641,0.9826867967844009,0.24091902375221252,,,,,
53,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,1.0,-0.656848,-0.926385,-0.839786,1.0,-0.656848,-0.926385,-0.839786,,,,,,,,,,1.0,0.17157617211341858,128,0.08010703325271606,
53,4,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.771961,,,,0.771961,0.0,0.0,0.0,,,,,,,,,,,,,,0.8859803378582001
53,5,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.739259,,,,0.739259,0.0,0.0,0.0,,,,,,,,,,,,,,0.8696293532848358
53,6,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_short_answer,-0.07,0,verifier,1.0,-0.623964,-1.0,-0.840067,1.0,-0.623964,-1.0,-0.840067,,,,,,,,,,1.0,0.18801814317703247,128,0.07996636629104614,
53,7,verifier,verify_answer,verify_answer,0.7268,1,,0.974233,,,,0.974233,0.0,0.0,0.0,,,,,,,,,,,,,,0.9871165156364441
54,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.986906,-0.972164,-0.877806,-0.812449,-0.986906,-0.972164,-0.877806,-0.812449,0.006547212600708008,5,0.06109711527824402,0.0937754213809967,,,,,,,,,,
54,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,keep_all,-0.07,0,generator,1.0,0.92364,-0.27087,,1.0,0.92364,-0.27087,0.0,,,,,,,1.0,0.9885460644960402,0.36456482112407684,,,,,
54,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.814786,-0.272112,-1.0,-0.767469,0.814786,-0.272112,-1.0,-0.767469,,,,,,,,,,0.9073931872844696,0.36394383013248444,128,0.1162654459476471,
54,4,verifier,verify_answer,verify_answer,0.7175,1,,0.772639,,,,0.772639,0.0,0.0,0.0,,,,,,,,,,,,,,0.8863195180892944
55,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.758063,-1.0,-1.0,-1.0,-0.758063,-1.0,-1.0,-1.0,0.12096843123435974,5,0.0,0.0,,,,,,,,,,
55,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,keep_all,-0.07,0,generator,0.815186,1.0,0.011537,,0.815186,1.0,0.011537,0.0,,,,,,,0.9075928926467896,1.0,0.5057682655751705,,,,,
55,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.784742,-0.515542,-0.717833,-0.913643,0.784742,-0.515542,-0.717833,-0.913643,,,,,,,,,,0.8923712372779846,0.242229163646698,128,0.04317831993103027,
55,4,verifier,verify_answer,verify_answer,0.82,1,,0.937744,,,,0.937744,0.0,0.0,0.0,,,,,,,,,,,,,,0.9688718318939209
56,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-1.0,-0.890675,-1.0,-1.0,-1.0,-0.890675,-1.0,-1.0,0.0,5,0.0,0.0,,,,,,,,,,
56,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,keep_all,-0.07,0,generator,0.978565,0.802199,0.076364,,0.978565,0.802199,0.076364,0.0,,,,,,,0.9892826974391937,0.9703298687934875,0.5381821468472481,,,,,
56,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.955988,-0.313261,-0.821277,-0.994491,0.955988,-0.313261,-0.821277,-0.994491,,,,,,,,,,0.9779942035675049,0.343369722366333,128,0.0027544796466827393,
56,4,verifier,verify_answer,verify_answer,0.7306,1,,0.663149,,,,0.663149,0.0,0.0,0.0,,,,,,,,,,,,,,0.8315744996070862
57,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.726759,-0.874677,-0.684286,-1.0,-0.726759,-0.874677,-0.684286,-1.0,0.13662025332450867,5,0.15785691142082214,0.0,,,,,,,,,,
57,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,keep_all,-0.07,0,generator,0.860557,0.915821,0.056363,,0.860557,0.915821,0.056363,0.0,,,,,,,0.9302783310413361,0.9873731881380081,0.5281815361231565,,,,,
57,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.878382,-0.357664,-1.0,-0.839571,0.878382,-0.357664,-1.0,-0.839571,,,,,,,,,,0.9391912221908569,0.32116781175136566,128,0.08021426200866699,
57,4,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.996386,,,,0.996386,0.0,0.0,0.0,,,,,,,,,,,,,,0.9981932044029236
57,5,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.944306,,,,0.944306,0.0,0.0,0.0,,,,,,,,,,,,,,0.9721530079841614
57,6,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_short_answer,-0.07,0,verifier,1.0,-0.138835,-1.0,-0.76852,1.0,-0.138835,-1.0,-0.76852,,,,,,,,,,1.0,0.4305827468633652,128,0.11574018001556396,
57,7,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.991311,,,,0.991311,0.0,0.0,0.0,,,,,,,,,,,,,,0.9956556558609009
57,8,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
57,9,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_short_answer,-0.07,0,verifier,0.808648,0.001949,-1.0,-1.0,0.808648,0.001949,-1.0,-1.0,,,,,,,,,,0.9043239653110504,0.5009744844865054,128,0.0,
57,10,verifier,verify_answer,verify_answer,0.2487,1,,0.949884,,,,0.949884,0.0,0.0,0.0,,,,,,,,,,,,,,0.9749418497085571
58,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.86095,-0.89027,-0.831104,-1.0,-0.86095,-0.89027,-0.831104,-1.0,0.06952503323554993,5,0.0844479501247406,0.0,,,,,,,,,,
58,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,keep_all,-0.07,0,generator,0.846486,0.824599,0.370956,,0.846486,0.824599,0.370956,0.0,,,,,,,0.9232428669929504,0.9736899077892303,0.6854781955480576,,,,,
58,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.760853,0.076822,-0.707211,-0.782486,0.760853,0.076822,-0.707211,-0.782486,,,,,,,,,,0.8804264962673187,0.5384111553430557,128,0.10875678062438965,
58,4,verifier,verify_answer,verify_answer,0.8404,1,,0.898588,,,,0.898588,0.0,0.0,0.0,,,,,,,,,,,,,,0.9492941796779633
59,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.990184,-0.910956,-0.91388,-0.83883,-0.990184,-0.910956,-0.91388,-0.83883,0.004907846450805664,5,0.043060243129730225,0.08058488368988037,,,,,,,,,,
59,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,1.0,1.0,0.930642,,1.0,1.0,0.930642,0.0,,,,,,,1.0,1.0,0.9653210043907166,,,,,
59,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.870112,0.19963,-0.988803,-0.864954,0.870112,0.19963,-0.988803,-0.864954,,,,,,,,,,0.9350558221340179,0.599814884364605,128,0.06752282381057739,
59,4,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.955457,,,,0.955457,0.0,0.0,0.0,,,,,,,,,,,,,,0.9777285158634186
59,5,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
59,6,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_short_answer,-0.07,0,verifier,0.786711,0.657193,-0.893074,-0.942845,0.786711,0.657193,-0.893074,-0.942845,,,,,,,,,,0.8933557271957397,0.8285965621471405,128,0.02857762575149536,
59,7,verifier,verify_answer,verify_answer,-0.07,0,verifier,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
59,8,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.986098,,,,0.986098,0.0,0.0,0.0,,,,,,,,,,,,,,0.9930488467216492
59,9,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_with_strict_citations,-0.07,0,verifier,0.783592,0.7043,-0.800893,-0.585575,0.783592,0.7043,-0.800893,-0.585575,,,,,,,,,,0.8917960524559021,0.8521499931812286,128,0.2072124481201172,
59,10,verifier,verify_answer,verify_answer,0.1027,1,,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
60,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.931711,-1.0,-0.951319,-0.947094,-0.931711,-1.0,-0.951319,-0.947094,0.03414452075958252,5,0.024340450763702393,0.0264531672000885,,,,,,,,,,
60,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,medium_filter,-0.07,0,generator,1.0,0.9862,0.6917,,1.0,0.9862,0.6917,0.0,,,,,,,1.0,0.9979299515485762,0.8458501994609833,,,,,
60,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,0.812065,0.808645,-0.776556,-0.502424,0.812065,0.808645,-0.776556,-0.502424,,,,,,,,,,0.906032532453537,0.9043223857879639,128,0.24878796935081482,
60,4,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.787298,,,,0.787298,0.0,0.0,0.0,,,,,,,,,,,,,,0.8936491906642914
60,5,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
60,6,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_with_strict_citations,-0.07,0,verifier,0.637649,0.774263,-0.618754,-0.441166,0.637649,0.774263,-0.618754,-0.441166,,,,,,,,,,0.8188245594501495,0.8871314525604248,137,0.2794172316789627,
60,7,verifier,verify_answer,verify_answer,0.8248,1,,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
61,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.951504,-0.956563,-0.869744,-0.931212,-0.951504,-0.956563,-0.869744,-0.931212,0.02424800395965576,5,0.06512796878814697,0.034393757581710815,,,,,,,,,,
61,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,1.0,0.97978,0.92256,,1.0,0.97978,0.92256,0.0,,,,,,,1.0,0.9969669759273528,0.9612798094749451,,,,,
61,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,0.68758,0.789449,-0.461335,-0.116642,0.68758,0.789449,-0.461335,-0.116642,,,,,,,,,,0.843790203332901,0.8947243988513947,184,0.44167884066700935,
61,4,verifier,verify_answer,verify_answer,0.6451,1,,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
62,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.798505,-0.863889,-0.977423,-1.0,-0.798505,-0.863889,-0.977423,-1.0,0.10074737668037415,6,0.011288344860076904,0.0,,,,,,,,,,
62,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,medium_filter,-0.07,0,generator,1.0,1.0,0.628081,,1.0,1.0,0.628081,0.0,,,,,,,1.0,1.0,0.8140402734279633,,,,,
62,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,0.711617,0.832613,-0.245415,-0.310689,0.711617,0.832613,-0.245415,-0.310689,,,,,,,,,,0.8558086156845093,0.9163065552711487,189,0.344655305147171,
62,4,verifier,verify_answer,verify_answer,-0.07,0,verifier,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
62,5,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.935771,,,,0.935771,0.0,0.0,0.0,,,,,,,,,,,,,,0.9678856432437897
62,6,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_short_answer,-0.07,0,verifier,0.899733,0.563495,-0.067292,-0.330599,0.899733,0.563495,-0.067292,-0.330599,,,,,,,,,,0.9498664438724518,0.7817476987838745,206,0.3347005248069763,
62,7,verifier,verify_answer,verify_answer,-0.07,0,verifier,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
62,8,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.867978,,,,0.867978,0.0,0.0,0.0,,,,,,,,,,,,,,0.9339892268180847
62,9,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_short_answer,-0.07,0,verifier,0.888583,0.433219,0.136597,-0.305875,0.888583,0.433219,0.136597,-0.305875,,,,,,,,,,0.9442913234233856,0.7166096419095993,231,0.3470623344182968,
62,10,verifier,verify_answer,verify_answer,0.0335,1,,0.645944,,,,0.645944,0.0,0.0,0.0,,,,,,,,,,,,,,0.8229719996452332
63,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.841405,-0.897626,-1.0,-0.874379,-0.841405,-0.897626,-1.0,-0.874379,0.07929742336273193,5,0.0,0.0628107488155365,,,,,,,,,,
63,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,1.0,1.0,0.810105,,1.0,1.0,0.810105,0.0,,,,,,,1.0,1.0,0.9050523042678833,,,,,
63,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,0.320252,0.838265,-0.08765,0.335208,0.320252,0.838265,-0.08765,0.335208,,,,,,,,,,0.6601260900497437,0.91913241147995,284,0.6676040589809418,
63,4,verifier,verify_answer,verify_answer,0.7523,1,,0.88293,,,,0.88293,0.0,0.0,0.0,,,,,,,,,,,,,,0.9414647817611694
64,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-1.0,-0.819889,-0.945213,-1.0,-1.0,-0.819889,-0.945213,-1.0,0.0,6,0.02739328145980835,0.0,,,,,,,,,,
64,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,medium_filter,-0.07,0,generator,1.0,1.0,0.76826,,1.0,1.0,0.76826,0.0,,,,,,,1.0,1.0,0.8841302394866943,,,,,
64,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,0.340962,0.816035,0.415619,0.507944,0.340962,0.816035,0.415619,0.507944,,,,,,,,,,0.6704809218645096,0.9080176949501038,384,0.7539719343185425,
64,4,verifier,verify_answer,verify_answer,0.6962,1,,0.941563,,,,0.941563,0.0,0.0,0.0,,,,,,,,,,,,,,0.9707813858985901
65,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.948224,-0.873654,-0.784952,-1.0,-0.948224,-0.873654,-0.784952,-1.0,0.025887995958328247,5,0.1075238585472107,0.0,,,,,,,,,,
65,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.921093,1.0,1.0,,0.921093,1.0,1.0,0.0,,,,,,,0.9605466425418854,1.0,1.0,,,,,
65,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,0.418667,1.0,0.611036,0.014961,0.418667,1.0,0.611036,0.014961,,,,,,,,,,0.7093333750963211,1.0,336,0.5074805179610848,
65,4,verifier,verify_answer,verify_answer,0.84,1,,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
66,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.617449,-1.0,-1.0,-1.0,-0.617449,-1.0,-1.0,-1.0,0.1912754774093628,5,0.0,0.0,,,,,,,,,,
66,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.97005,1.0,0.846137,,0.97005,1.0,0.846137,0.0,,,,,,,0.9850249588489532,1.0,0.92306849360466,,,,,
66,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,0.480818,1.0,0.698194,0.764614,0.480818,1.0,0.698194,0.764614,,,,,,,,,,0.740409180521965,1.0,384,0.8823071420192719,
66,4,verifier,verify_answer,verify_answer,0.7414,1,,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
67,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.801339,-0.803147,-1.0,-1.0,-0.801339,-0.803147,-1.0,-1.0,0.0993306040763855,6,0.0,0.0,,,,,,,,,,
67,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.892924,0.780741,1.0,,0.892924,0.780741,1.0,0.0,,,,,,,0.9464617669582367,0.9671110928058624,1.0,,,,,
67,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,0.290242,0.876789,0.312865,0.369398,0.290242,0.876789,0.312865,0.369398,,,,,,,,,,0.6451210528612137,0.9383945763111115,350,0.6846989542245865,
67,4,verifier,verify_answer,verify_answer,-0.07,0,verifier,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
67,5,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
67,6,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_with_strict_citations,-0.07,0,verifier,0.41342,0.927693,0.260763,0.343646,0.41342,0.927693,0.260763,0.343646,,,,,,,,,,0.7067101001739502,0.9638462960720062,338,0.6718232035636902,
67,7,verifier,verify_answer,verify_answer,-0.07,0,verifier,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
67,8,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
67,9,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_with_strict_citations,-0.07,0,verifier,0.349277,0.930078,0.409998,0.241891,0.349277,0.930078,0.409998,0.241891,,,,,,,,,,0.674638643860817,0.965039074420929,345,0.6209454759955406,
67,10,verifier,verify_answer,verify_answer,0.2068,1,,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
68,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.953128,-0.998567,-1.0,-0.722043,-0.953128,-0.998567,-1.0,-0.722043,0.023436009883880615,5,0.0,0.13897839188575745,,,,,,,,,,
68,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.851943,0.916213,0.858415,,0.851943,0.916213,0.858415,0.0,,,,,,,0.9259715378284454,0.9874318927526473,0.9292076826095581,,,,,
68,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,-0.342995,0.832675,1.0,0.740636,-0.342995,0.832675,1.0,0.740636,,,,,,,,,,0.32850274443626404,0.91633740067482,384,0.8703180551528931,
68,4,verifier,verify_answer,verify_answer,0.7142,1,,0.89695,,,,0.89695,0.0,0.0,0.0,,,,,,,,,,,,,,0.9484749138355255
69,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.859893,-0.7857,-0.944625,-1.0,-0.859893,-0.7857,-0.944625,-1.0,0.07005360722541809,6,0.02768757939338684,0.0,,,,,,,,,,
69,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,1.0,0.795645,0.926582,,1.0,0.795645,0.926582,0.0,,,,,,,1.0,0.9693468123674391,0.9632909595966339,,,,,
69,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,-0.131738,1.0,0.691459,0.632529,-0.131738,1.0,0.691459,0.632529,,,,,,,,,,0.43413110822439194,1.0,384,0.8162644803524017,
69,4,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.905102,,,,0.905102,0.0,0.0,0.0,,,,,,,,,,,,,,0.9525510966777802
69,5,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.879633,,,,0.879633,0.0,0.0,0.0,,,,,,,,,,,,,,0.939816415309906
69,6,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_with_strict_citations,-0.07,0,verifier,-0.005873,1.0,0.768116,0.762065,-0.005873,1.0,0.768116,0.762065,,,,,,,,,,0.4970632749609649,1.0,384,0.881032407283783,
69,7,verifier,verify_answer,verify_answer,-0.07,0,verifier,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
69,8,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.887421,,,,0.887421,0.0,0.0,0.0,,,,,,,,,,,,,,0.9437106251716614
69,9,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_with_strict_citations,-0.07,0,verifier,-0.199373,1.0,0.776587,0.620536,-0.199373,1.0,0.776587,0.620536,,,,,,,,,,0.4003134071826935,1.0,384,0.8102680742740631,
69,10,verifier,verify_answer,verify_answer,0.0087,1,,0.670442,,,,0.670442,0.0,0.0,0.0,,,,,,,,,,,,,,0.8352207839488983
70,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.69208,-0.889994,-0.801595,-1.0,-0.69208,-0.889994,-0.801595,-1.0,0.15395987033843994,5,0.0992027223110199,0.0,,,,,,,,,,
70,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.894199,1.0,1.0,,0.894199,1.0,1.0,0.0,,,,,,,0.9470996558666229,1.0,1.0,,,,,
70,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,-0.455667,1.0,0.606422,0.879148,-0.455667,1.0,0.606422,0.879148,,,,,,,,,,0.27216649055480957,1.0,384,0.9395739436149597,
70,4,verifier,verify_answer,verify_answer,0.6653,1,,0.553058,,,,0.553058,0.0,0.0,0.0,,,,,,,,,,,,,,0.7765291631221771
71,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.913575,-0.9268,-0.958447,-1.0,-0.913575,-0.9268,-0.958447,-1.0,0.043212711811065674,5,0.02077627182006836,0.0,,,,,,,,,,
71,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.973153,0.925403,1.0,,0.973153,0.925403,1.0,0.0,,,,,,,0.9865762591362,0.9888104587793349,1.0,,,,,
